sigla_uf,sexo,grau_instrucao,faixa_etaria,media_salarial
PB,02,07,36-45,1870.6649548921816
PB,01,07,46-60,2225.0617365404064
PB,01,07,36-45,2061.225504402546
PB,01,07,26-35,1810.67520701189
PB,02,07,0-17,1896.8960992907803
PB,01,07,61-80,3120.2184503225822
PB,02,07,81+,1644.9523076923078
PB,02,08,61-80,4343.6732575757587
PB,02,08,26-35,2138.8735531689604
PB,01,08,26-35,2610.2263369345042
PB,02,08,18-25,1576.2548712481548
PB,01,08,18-25,1785.072441140024
PB,01,08,0-17,2541.5408474576275
PB,02,08,36-45,2522.9525771971485
PB,01,08,46-60,3990.5930683810639
PB,02,08,0-17,2126.0667857142848
PB,01,08,61-80,6060.3014594594588
PB,02,08,46-60,3102.1061004660796
PB,01,08,36-45,3439.6840079003346
PB,02,09,46-60,5111.0144101357464
PB,02,09,26-35,3046.533492209544
PB,01,09,0-17,5051.9501395348852
PB,02,09,61-80,6463.3953752573434
PB,01,09,46-60,7339.3176270450249
PB,01,09,61-80,9848.0111601571516
PB,02,09,81+,4704.3378260869576
PB,02,09,36-45,4033.3509035235384
PB,02,09,18-25,2396.4227890202369
PB,01,09,81+,9716.511
PB,01,09,26-35,3845.7488852971846
PB,01,09,18-25,2634.76251392499
PB,01,09,36-45,5722.8794658632478
PB,02,09,0-17,3168.7177728285073
PB,01,10,36-45,8129.7031546811386
PB,01,10,46-60,8854.6178016359936
PB,02,10,61-80,6815.7666113744044
PB,02,10,0-17,4795.4966666666669
PB,02,10,26-35,4402.32757472246
PB,02,10,36-45,6580.7065077605312
PB,02,10,46-60,6924.6613890675235
PB,01,10,61-80,10054.162259036148
PB,01,10,18-25,2549.6972727272728
PB,01,10,0-17,4779.1800000000012
PB,01,10,26-35,5265.4207106598988
PB,01,10,81+,17019.476666666666
PB,02,10,18-25,2094.466
PB,02,11,0-17,1868.4574999999998
PB,02,11,18-25,1273.0666666666666
PB,02,11,36-45,9218.0533951137331
PB,01,11,26-35,7901.1571506849323
PB,02,11,26-35,6119.4045638945227
PB,01,11,81+,1013.16
PB,02,11,46-60,12770.57720710059
PB,01,11,36-45,11873.318372781067
PB,01,11,18-25,1643.5500000000002
PB,01,11,61-80,16485.688974358975
PB,01,11,46-60,15001.246980609421
PB,02,11,61-80,13451.626746987953
PE,02,01,46-60,2096.109904534605
PE,01,01,0-17,1595.4993749999999
PE,01,01,26-35,1949.2205436991871
PE,02,01,0-17,889.14
PE,02,01,36-45,2012.2269980694978
PE,01,01,61-80,1753.0226795580113
PE,01,01,18-25,1550.742595419847
PE,02,01,81+,1306.11
PE,01,01,46-60,1703.8953275602405
PE,01,01,36-45,1806.592061503417
PE,02,01,61-80,2484.933163265307
PE,02,01,18-25,1717.6308955223888
PE,02,01,26-35,2068.0476848874605
PE,01,01,81+,1935.984
PE,02,02,26-35,1442.6410794473229
PE,01,02,46-60,1920.9624382899312
PE,01,02,61-80,2170.9143933169
PE,02,02,36-45,1500.9614363030817
PE,02,02,81+,1477.5723076923077
PE,02,02,18-25,1288.0891282051277
PE,01,02,26-35,1666.0058393028576
PE,02,02,46-60,1588.5608213495575
PE,01,02,0-17,1878.5996791443847
PE,01,02,18-25,1492.394473237699
PE,02,02,61-80,1987.9424173913044
PE,02,02,0-17,932.53142857142859
PE,01,02,36-45,1844.2735234288032
PE,01,02,81+,2277.0221052631578
PE,02,03,18-25,1692.6650872093026
PE,01,03,46-60,2028.6114685382383
PE,02,03,36-45,1646.6607341907823
PE,02,03,81+,1313.76
PE,01,03,0-17,2185.2981818181806
PE,01,03,61-80,2442.1218083900226
PE,02,03,61-80,2371.2313076923083
PE,01,03,81+,1747.3
PE,01,03,36-45,1877.1744954751127
PE,01,03,18-25,1514.699633792603
PE,01,03,26-35,1713.0762208886986
PE,02,03,26-35,1690.8328458498024
PE,02,03,0-17,1078.408
PE,02,03,46-60,1888.1996316831685
PE,02,04,0-17,755.350487804878
PE,01,04,26-35,1723.9768672607331
PE,01,04,61-80,2668.2264996888603
PE,02,04,81+,3148.782
PE,01,04,46-60,2101.0921393857921
PE,01,04,18-25,1458.6786777596196
PE,02,04,61-80,1933.3524818401934
PE,02,04,26-35,1441.7787176325523
PE,01,04,36-45,1943.9727110305541
PE,02,04,46-60,1645.9940303188705
PE,02,04,18-25,1243.8762806236075
PE,02,04,36-45,1495.792499003587
PE,01,04,0-17,1258.6510894308942
PE,01,04,81+,2835.7580000000003
PE,01,05,18-25,1482.5818206209271
PE,02,05,18-25,1307.0176997491935
PE,02,05,0-17,1429.760431034483
PE,02,05,46-60,1782.4136197530863
PE,02,05,61-80,2410.6405478693969
PE,01,05,46-60,2152.6468127329881
PE,02,05,26-35,1535.4302500422373
PE,01,05,61-80,2730.8087869520896
PE,01,05,36-45,1988.4087499003112
PE,02,05,81+,1223.7371428571428
PE,01,05,81+,2203.6800000000003
PE,02,05,36-45,1666.904472813239
PE,01,05,0-17,1896.3665056818181
PE,01,05,26-35,1774.1741241322982
PE,01,06,18-25,1432.0169070994455
PE,01,06,46-60,2269.0439997177327
PE,01,06,26-35,1783.7442926469041
PE,02,06,18-25,1181.6460930756236
PE,02,06,26-35,1518.0645206438071
PE,02,06,81+,5889.26
PE,01,06,36-45,2020.3140540376817
PE,01,06,61-80,2770.5554173047481
PE,02,06,61-80,2634.605289139633
PE,01,06,81+,2478.7644444444445
PE,02,06,0-17,801.88286358511868
PE,02,06,46-60,1825.9580070383406
PE,01,06,0-17,1153.7457655038763
PE,02,06,36-45,1614.0459258649089
PE,02,07,36-45,1981.3275555883076
PE,02,07,18-25,1411.962429977161
PE,01,07,18-25,1528.9146028280004
PE,01,07,36-45,2429.7709004352196
PE,01,07,26-35,1996.6418396127303
PE,01,07,0-17,2386.6732401524778
PE,02,07,26-35,1764.2315162951832
PE,02,07,0-17,1787.2452004716979
PE,02,07,81+,1941.8042592592594
PE,01,07,46-60,2551.6058819083496
PE,02,07,46-60,2208.7066123840004
PE,01,07,61-80,3287.0751130528779
PE,02,07,61-80,3011.6069942954068
PE,01,07,81+,4093.7534939759025
PE,01,08,26-35,3344.675120944381
PE,01,08,18-25,2132.0896790944021
PE,02,08,81+,1616.1766666666665
PE,01,08,46-60,4987.7814103970168
PE,02,08,61-80,4767.0958928571436
PE,01,08,81+,1610.78
PE,02,08,18-25,1777.6340819841548
PE,02,08,36-45,2927.5591780298205
PE,02,08,46-60,3288.9661313347606
PE,01,08,36-45,4460.0111035758337
PE,02,08,26-35,2529.1065078574993
PE,01,08,61-80,5955.391673151752
PE,02,08,0-17,2700.0319753086424
PE,01,08,0-17,4119.4914414414416
PE,02,09,46-60,5994.067814274078
PE,01,09,36-45,7156.0787276071342
PE,01,09,0-17,5184.5267828200949
PE,01,09,18-25,2890.7612124645893
PE,01,09,46-60,9185.7817935777584
PE,01,09,26-35,4781.1787684690335
PE,02,09,36-45,4980.8722815605361
PE,02,09,0-17,3603.6916169942929
PE,02,09,26-35,3720.1936108464
PE,02,09,18-25,2453.9726325980791
PE,02,09,81+,5396.7402127659561
PE,01,09,61-80,11079.515630275228
PE,02,09,61-80,7661.0051120022117
PE,01,09,81+,8023.9564367816074
PE,01,10,0-17,5238.1723913043461
PE,01,10,46-60,11915.024088221917
PE,02,10,61-80,11800.500159574469
PE,02,10,81+,3890.0199999999995
PE,01,10,61-80,12333.695795454545
PE,01,10,18-25,1870.750769230769
PE,02,10,26-35,4871.2332625994695
PE,02,10,46-60,9070.3907558945884
PE,02,10,18-25,3170.590208333334
PE,02,10,36-45,7136.0969826875507
PE,01,10,26-35,5638.7198709677432
PE,01,10,36-45,9152.9450963222425
PE,02,10,0-17,4981.5891379310333
PE,01,10,81+,15322.03
PE,01,11,26-35,8051.369202772963
PE,02,11,36-45,9212.9981781140868
PE,02,11,61-80,12847.040132450333
PE,02,11,81+,24727.68
PE,02,11,0-17,5641.3946666666679
PE,01,11,81+,10714.285
PE,01,11,46-60,14275.709924385637
PE,01,11,18-25,2559.8036363636361
PE,02,11,18-25,3210.1620000000003
PE,02,11,46-60,10946.100257976916
PE,01,11,36-45,11474.411902536716
PE,01,11,61-80,15224.791045918364
PE,01,11,0-17,5740.8126086956509
PE,02,11,26-35,6656.5541749174918
PI,02,01,26-35,1930.2159274193548
PI,01,01,36-45,1943.1667504655486
PI,01,01,46-60,2002.9220374220372
PI,02,01,0-17,2398.526
PI,01,01,61-80,2238.1771264367812
PI,02,01,18-25,1678.4634857142855
PI,01,01,18-25,1626.7542142857144
PI,01,01,81+,2651.005
PI,02,01,61-80,2058.5313008130065
PI,01,01,0-17,3264.1200000000008
PI,02,01,36-45,2166.3587852112678
PI,02,01,46-60,2414.9070862800563
PI,01,01,26-35,1882.3476208897484
PI,02,01,81+,5645.9533333333329
PI,01,02,26-35,1836.6462494802495
PI,02,02,0-17,3224.3184210526315
PI,02,02,18-25,1321.783548387097
PI,02,02,81+,1373.6000000000001
PI,02,02,36-45,1677.2600170068029
PI,01,02,18-25,1602.6265236523654
PI,01,02,36-45,2033.6079782306631
PI,02,02,61-80,1982.1705609756104
PI,02,02,46-60,1745.6302400000004
PI,01,02,81+,1780.0641176470588
PI,01,02,46-60,2164.4858844847108
PI,01,02,61-80,2772.3559406713507
PI,02,02,26-35,1515.2658522727279
PI,01,02,0-17,1983.5351562499995
PI,02,03,26-35,1624.2249771689494
PI,01,03,81+,3662.76
PI,01,03,0-17,825.05199999999991
PI,02,03,61-80,3329.3676425855506
PI,02,03,36-45,2421.6312217659151
PI,02,03,18-25,1329.0035714285714
PI,01,03,26-35,1827.7680834914613
PI,01,03,18-25,1501.5842479338842
PI,02,03,46-60,2958.5189834515363
PI,02,03,81+,1485.18
PI,01,03,36-45,2074.8503100189037
PI,01,03,46-60,2185.1509840707972
PI,01,03,61-80,2859.2334448160523
PI,02,04,26-35,1564.0061776859509
PI,02,04,18-25,1371.6483125
PI,01,04,18-25,1495.8508148505302
PI,01,04,0-17,1432.5125373134326
PI,01,04,46-60,2255.7823966655083
PI,01,04,36-45,1947.3582506887051
PI,02,04,46-60,1727.5714086956521
PI,01,04,26-35,1806.1793901667015
PI,01,04,61-80,3372.4982314588424
PI,02,04,0-17,996.55316326530635
PI,02,04,36-45,1611.1583803986714
PI,02,04,81+,2181.4233333333332
PI,02,04,61-80,2019.5740947075203
PI,01,04,81+,4921.628
PI,02,05,18-25,1397.3137634408597
PI,02,05,61-80,2672.1881729834795
PI,02,05,0-17,1770.75895522388
PI,01,05,81+,3197.137083333334
PI,01,05,0-17,1937.7683666666669
PI,01,05,46-60,2310.9211006765622
PI,01,05,36-45,1941.9105071230172
PI,02,05,46-60,2190.0121646156931
PI,01,05,61-80,3370.5633766233755
PI,01,05,26-35,1760.7971841782503
PI,01,05,18-25,1514.9979283489095
PI,02,05,26-35,1597.9524201853756
PI,02,05,81+,1792.3242857142859
PI,02,05,36-45,1840.4722619047614
PI,01,06,0-17,893.32012853470428
PI,01,06,61-80,3400.5340026954173
PI,02,06,36-45,1751.8301902044693
PI,02,06,26-35,1560.8076109660581
PI,01,06,81+,4778.72
PI,02,06,61-80,2886.0910333333331
PI,01,06,46-60,2341.2363785632851
PI,01,06,18-25,1375.4737950389283
PI,02,06,46-60,2187.9908373435987
PI,02,06,18-25,1100.7463913913912
PI,01,06,36-45,1959.6122018047586
PI,01,06,26-35,1795.6992910504648
PI,02,06,0-17,707.41244766505633
PI,02,06,81+,1302.0
PI,01,07,18-25,1558.6239913736695
PI,02,07,26-35,1702.341889896252
PI,02,07,0-17,2822.1184666666654
PI,01,07,36-45,2176.3715397174965
PI,02,07,36-45,1910.9361809336908
PI,01,07,0-17,2185.9369846984696
PI,02,07,46-60,2393.8592372417029
PI,02,07,61-80,3652.5611504988324
PI,02,07,81+,2355.8256666666666
PI,01,07,46-60,2663.3363554931343
PI,01,07,61-80,4585.7949560810794
PI,02,07,18-25,1440.9306136219875
PI,01,07,26-35,1928.3872527237766
PI,01,07,81+,4036.5159374999994
PI,02,08,18-25,1672.5269243557773
PI,02,08,46-60,3181.9640268028097
PI,01,08,46-60,4424.365988112927
PI,01,08,0-17,4403.8994594594569
PI,02,08,26-35,2132.2830704054882
PI,01,08,61-80,5826.8754205607465
PI,02,08,36-45,2543.6572208610428
PI,01,08,26-35,2633.2208092355977
PI,02,08,61-80,4304.702576419214
PI,02,08,0-17,3966.4547222222218
PI,01,08,36-45,3552.3596546656868
PI,01,08,18-25,1768.1034709322332
PI,01,09,18-25,2449.4607838070638
PI,02,09,0-17,5788.7664814814825
PI,02,09,61-80,7371.662892193307
PI,02,09,81+,6305.46923076923
PI,01,09,61-80,10928.975722262685
PI,01,09,26-35,4001.5822201503083
PI,02,09,46-60,5616.5842944191863
PI,02,09,26-35,3085.7381380471379
PI,02,09,36-45,4403.9811267051055
PI,01,09,46-60,7814.3926427018223
PI,01,09,81+,9886.5244
PI,02,09,18-25,2204.3389738625374
PI,01,09,36-45,6025.4660725061512
PI,01,09,0-17,7495.7577040816332
PI,02,10,46-60,8183.170856807511
PI,02,10,18-25,4694.13909090909
PI,01,10,0-17,15344.902941176473
PI,01,10,61-80,15174.271503267973
PI,01,10,26-35,6079.797314629257
PI,01,10,18-25,3383.0240000000003
PI,02,10,61-80,10117.550503144656
PI,02,10,36-45,7181.5905189189189
PI,02,10,26-35,5066.3012206572776
PI,01,10,36-45,9294.2867787114847
PI,01,10,46-60,10741.957115384615
PI,02,10,0-17,9215.0107142857123
PI,01,10,81+,1258.68
PI,01,11,61-80,20833.494655172417
PI,02,11,36-45,10310.051131105396
PI,01,11,46-60,14663.155135135139
PI,02,11,61-80,11562.346338028174
PI,01,11,26-35,9002.06271604938
PI,02,11,0-17,11950.748000000001
PI,02,11,26-35,8086.4049019607846
PI,01,11,18-25,3655.1033333333335
PI,01,11,0-17,15031.405
PI,02,11,46-60,11310.27223880597
PI,01,11,36-45,12642.676119402986
PI,02,11,18-25,1619.065
PR,01,01,0-17,1693.2685714285712
PR,02,01,81+,752.94
PR,01,01,36-45,2303.4544336569588
PR,02,01,18-25,1619.9273253968256
PR,01,01,18-25,1780.7262050359711
PR,01,01,81+,2620.91
PR,02,01,46-60,1770.3921479452058
PR,01,01,46-60,2276.9716088516743
PR,02,01,36-45,1836.4144015444022
PR,02,01,26-35,1857.025783353733
PR,01,01,26-35,2245.8639685240305
PR,01,01,61-80,2290.565872395834
PR,02,01,61-80,1846.1902962962965
PR,02,01,0-17,1036.4881395348837
PR,01,02,36-45,2389.67598660123
PR,02,02,81+,1515.3749999999998
PR,02,02,26-35,1776.8519940152341
PR,01,02,46-60,2584.9970273245522
PR,02,02,61-80,1945.0948605150222
PR,02,02,0-17,1628.3927272727267
PR,01,02,81+,1819.9529032258063
PR,01,02,61-80,2688.0472974512327
PR,02,02,46-60,1859.8703220718855
PR,01,02,0-17,2350.6059430297782
PR,01,02,26-35,2105.7104375137756
PR,02,02,36-45,1835.8325640239229
PR,01,02,18-25,1707.0619127439725
PR,02,02,18-25,1589.5930937167202
PR,01,03,18-25,1759.7215446685877
PR,01,03,81+,2555.4238461538466
PR,02,03,46-60,1895.7513945044168
PR,02,03,0-17,1708.8924074074075
PR,01,03,46-60,2792.330835815339
PR,01,03,61-80,2957.4128969359335
PR,02,03,26-35,1688.7183243631139
PR,01,03,0-17,2033.2683090379012
PR,02,03,36-45,1778.3733884136857
PR,01,03,26-35,2147.2581796452382
PR,02,03,18-25,1533.8568145161289
PR,02,03,61-80,2034.8784632896979
PR,02,03,81+,1674.06
PR,01,03,36-45,2512.8000238413124
PR,01,04,26-35,2175.3473165655846
PR,02,04,18-25,1517.8983081882657
PR,01,04,36-45,2547.3033792236147
PR,01,04,18-25,1742.3570015644862
PR,02,04,46-60,1852.3408490566042
PR,01,04,0-17,1332.1311377010595
PR,01,04,61-80,2808.7900859044162
PR,02,04,81+,1270.3033333333333
PR,01,04,81+,2195.693
PR,01,04,46-60,2778.0638925935596
PR,02,04,0-17,905.57442176870779
PR,02,04,36-45,1779.0314139415809
PR,02,04,26-35,1675.9433259546208
PR,02,04,61-80,1928.1692944564436
PR,01,05,18-25,1798.7752960795954
PR,02,05,61-80,2025.8271983846539
PR,02,05,0-17,1089.625685005394
PR,02,05,46-60,1885.248436271004
PR,01,05,36-45,2660.2649541501828
PR,01,05,26-35,2255.3432742620548
PR,01,05,46-60,2868.2126350683752
PR,01,05,81+,2840.4211666666665
PR,02,05,36-45,1795.4547067009528
PR,02,05,81+,1438.9288888888887
PR,02,05,18-25,1546.2500260380978
PR,02,05,26-35,1699.8824191104038
PR,01,05,0-17,1613.6364665592264
PR,01,05,61-80,2903.7333667032349
PR,02,06,46-60,2008.7849386213411
PR,01,06,46-60,2949.83995394834
PR,01,06,81+,2388.9506666666666
PR,01,06,0-17,1056.2003771407749
PR,02,06,0-17,961.41705791220932
PR,02,06,61-80,2200.6487799467623
PR,01,06,26-35,2373.8029066996205
PR,02,06,26-35,1833.1933395821261
PR,02,06,36-45,1916.0293323293174
PR,02,06,18-25,1480.1892607967709
PR,02,06,81+,2777.24
PR,01,06,18-25,1748.816461711742
PR,01,06,36-45,2738.9962762510204
PR,01,06,61-80,2972.9412241596278
PR,02,07,61-80,2761.9264116523409
PR,01,07,0-17,1631.3667842630221
PR,01,07,26-35,2500.107724959385
PR,02,07,46-60,2378.6173274971579
PR,02,07,0-17,1368.6616342275995
PR,02,07,81+,3060.0553061224482
PR,01,07,46-60,3185.8053994310972
PR,02,07,18-25,1688.1216924284895
PR,01,07,61-80,3225.7836147364951
PR,01,07,81+,3488.0170338983053
PR,01,07,36-45,3012.1103553388757
PR,02,07,26-35,2037.0918736896267
PR,01,07,18-25,1902.0487135003207
PR,02,07,36-45,2248.9345217678679
PR,02,08,18-25,2000.9478436262282
PR,01,08,36-45,4757.36803708473
PR,02,08,0-17,1390.915578947368
PR,01,08,46-60,5311.1437649749514
PR,01,08,26-35,3597.8944760606973
PR,02,08,26-35,2752.7453204814997
PR,02,08,36-45,3051.2774547335734
PR,01,08,18-25,2352.6918012675847
PR,02,08,46-60,3397.935471394037
PR,01,08,61-80,5731.7419504396494
PR,02,08,61-80,4131.9953698630134
PR,01,08,81+,5339.1785714285706
PR,01,08,0-17,2674.6161711711716
PR,01,09,18-25,3114.4680246336138
PR,01,09,36-45,8238.683727229165
PR,01,09,26-35,5473.2697171913669
PR,01,09,81+,9621.3493243243211
PR,02,09,18-25,2715.918638918889
PR,01,09,61-80,12346.367303711369
PR,02,09,0-17,4894.56741773963
PR,02,09,46-60,6227.2158022450858
PR,02,09,26-35,4064.13026712448
PR,01,09,46-60,10288.459000447388
PR,01,09,0-17,10771.861519925857
PR,02,09,36-45,5342.9715266417779
PR,02,09,61-80,7245.169100218618
PR,02,09,81+,5067.8821875
PR,02,10,46-60,8921.5838078930228
PR,02,10,26-35,4814.6761699191793
PR,01,10,0-17,19216.752142857142
PR,02,10,81+,3576.89
PR,01,10,36-45,9955.3363956925677
PR,01,10,18-25,3177.371720430107
PR,02,10,18-25,3145.0995041322321
PR,01,10,26-35,6170.3163050744442
PR,01,10,61-80,14231.107897435899
PR,01,10,46-60,12201.745865362745
PR,01,10,81+,11476.203333333333
PR,02,10,36-45,7175.39732517215
PR,02,10,61-80,10108.238580402012
PR,02,10,0-17,8369.2953658536571
PR,02,11,46-60,14946.954237907763
PR,01,11,61-80,18542.573723175959
PR,02,11,81+,4617.6157142857146
PR,01,11,36-45,12306.832071123757
PR,02,11,36-45,10464.121721083273
PR,02,11,61-80,17727.286444007856
PR,01,11,81+,18874.940000000002
PR,01,11,26-35,8009.6054945848364
PR,02,11,26-35,6385.28765208111
PR,01,11,0-17,9094.8490909090924
PR,02,11,18-25,2447.4510638297875
PR,01,11,46-60,17151.143289438329
PR,01,11,18-25,2533.3118333333323
PR,02,11,0-17,7267.0945
RJ,02,01,36-45,2936.6781677419362
RJ,01,01,18-25,1741.109431578948
RJ,01,01,0-17,2849.4500000000003
RJ,01,01,46-60,2517.1108006814311
RJ,01,01,61-80,2580.2981601525262
RJ,01,01,26-35,3092.59688723206
RJ,01,01,36-45,3287.1902723735407
RJ,02,01,18-25,1602.15248447205
RJ,02,01,81+,2668.03
RJ,02,01,46-60,2417.6457395348839
RJ,01,01,81+,2007.0133333333338
RJ,02,01,61-80,2456.6977075098816
RJ,02,01,26-35,2262.3073544973558
RJ,02,01,0-17,2429.045
RJ,02,02,26-35,1720.5744290865382
RJ,01,02,0-17,2060.7853030303031
RJ,02,02,18-25,1569.6369094922745
RJ,02,02,46-60,1762.657264186874
RJ,01,02,46-60,2465.1857796598356
RJ,01,02,61-80,2648.5740683584822
RJ,01,02,26-35,2091.2271006350761
RJ,02,02,36-45,1741.6303759597563
RJ,02,02,81+,2236.4616666666666
RJ,02,02,0-17,1186.6258823529413
RJ,01,02,36-45,2361.0958596017563
RJ,01,02,81+,2513.1473770491807
RJ,01,02,18-25,1720.8615095103203
RJ,02,02,61-80,1962.5871995820269
RJ,01,03,46-60,2690.6256370084561
RJ,02,03,46-60,1843.1842922434057
RJ,02,03,61-80,2095.8543205248357
RJ,01,03,36-45,2389.3417242724495
RJ,02,03,81+,2261.565
RJ,02,03,0-17,846.15083333333337
RJ,01,03,0-17,1996.5010169491525
RJ,01,03,26-35,1992.4062390407425
RJ,01,03,81+,3673.1702197802197
RJ,02,03,18-25,1487.2621861777156
RJ,02,03,36-45,1724.1489516985146
RJ,01,03,61-80,2988.48202459893
RJ,02,03,26-35,1611.1224224224222
RJ,01,03,18-25,1681.9531685480731
RJ,01,04,18-25,1668.725321632653
RJ,02,04,0-17,704.72096096096084
RJ,02,04,46-60,1800.56620862025
RJ,02,04,18-25,1362.0777707006371
RJ,01,04,61-80,2830.4371707353839
RJ,01,04,46-60,2600.0302444634035
RJ,02,04,26-35,1624.1729670195934
RJ,01,04,26-35,2038.4424111776441
RJ,01,04,36-45,2394.4778257234557
RJ,02,04,81+,1986.9531249999998
RJ,01,04,0-17,893.77962420382153
RJ,02,04,36-45,1745.9173269427201
RJ,02,04,61-80,2041.1108551941234
RJ,01,04,81+,3827.6019230769234
RJ,02,05,46-60,1887.6678400663668
RJ,02,05,61-80,2184.7950174868847
RJ,02,05,18-25,1485.3293606586092
RJ,01,05,0-17,3869.7659134615378
RJ,01,05,18-25,1722.4405903551788
RJ,01,05,61-80,2857.8240758998422
RJ,02,05,0-17,996.74842519685023
RJ,02,05,81+,2219.8192727272731
RJ,02,05,26-35,1719.4645020228979
RJ,01,05,26-35,2074.6584110876524
RJ,02,05,36-45,1829.386774248869
RJ,01,05,46-60,2680.3692842718615
RJ,01,05,81+,2898.6617333333334
RJ,01,05,36-45,2483.5821113509505
RJ,01,06,18-25,1520.3013559393873
RJ,01,06,36-45,2461.2984749428565
RJ,01,06,61-80,2860.8266125441942
RJ,02,06,61-80,2180.0695318646726
RJ,01,06,81+,5158.5693939393941
RJ,02,06,18-25,1253.5428790392382
RJ,02,06,81+,2396.3014285714285
RJ,02,06,0-17,738.50258520526745
RJ,01,06,46-60,2643.8993521752936
RJ,02,06,26-35,1733.2913797873264
RJ,01,06,0-17,813.910614504521
RJ,02,06,46-60,1917.2719221384205
RJ,01,06,26-35,2077.232961044896
RJ,02,06,36-45,1832.2033287051324
RJ,01,07,18-25,1691.3534697815276
RJ,02,07,18-25,1536.3972281308293
RJ,02,07,0-17,1709.4336238136325
RJ,01,07,36-45,3224.91091408151
RJ,02,07,36-45,2210.8948516491182
RJ,01,07,46-60,3447.9157657156306
RJ,02,07,46-60,2358.5446844216222
RJ,02,07,61-80,2958.4697870843997
RJ,02,07,26-35,1936.2147518359807
RJ,01,07,0-17,2327.2055790586992
RJ,02,07,81+,5562.2103821656074
RJ,01,07,81+,5254.7288395904434
RJ,01,07,26-35,2390.4650340016588
RJ,01,07,61-80,3781.9414688678639
RJ,01,08,18-25,2492.5666153509728
RJ,02,08,46-60,3788.422979387884
RJ,02,08,81+,9735.85
RJ,01,08,0-17,4050.5777099236643
RJ,01,08,61-80,6636.1914844407056
RJ,01,08,36-45,5418.9740383721382
RJ,01,08,81+,7773.6023076923075
RJ,02,08,18-25,2113.2286747540984
RJ,02,08,26-35,3044.5367610467615
RJ,02,08,61-80,4461.5040452111853
RJ,02,08,0-17,3180.3047058823531
RJ,02,08,36-45,3412.8263804231674
RJ,01,08,26-35,3915.7602912480324
RJ,01,08,46-60,5921.453984136223
RJ,01,09,36-45,10571.828983440402
RJ,02,09,61-80,8590.3232010288866
RJ,02,09,18-25,2812.5956916078721
RJ,01,09,81+,10678.442614840997
RJ,01,09,0-17,14047.251005818787
RJ,01,09,18-25,3632.5333970325478
RJ,02,09,0-17,6010.0942857142836
RJ,02,09,81+,8785.5379838709669
RJ,01,09,26-35,6724.1467811055136
RJ,01,09,46-60,12999.249464596676
RJ,02,09,46-60,7484.8213030489478
RJ,01,09,61-80,14082.350197312595
RJ,02,09,36-45,6259.3036112074224
RJ,02,09,26-35,4591.9595715173227
RJ,01,10,46-60,20122.2781873065
RJ,01,10,36-45,18083.362310408134
RJ,02,10,61-80,12127.392796664528
RJ,01,10,18-25,4040.8470833333331
RJ,02,10,26-35,7524.1272992145914
RJ,01,10,0-17,21777.203787878781
RJ,02,10,81+,14804.405999999999
RJ,02,10,46-60,12382.616519697365
RJ,01,10,61-80,18667.902675893882
RJ,01,10,81+,7139.8037499999991
RJ,02,10,18-25,2648.5148387096765
RJ,02,10,0-17,15497.53787878788
RJ,01,10,26-35,10163.752095995458
RJ,02,10,36-45,11481.255251940376
RJ,02,11,26-35,8180.5694669848835
RJ,01,11,81+,8037.0192307692314
RJ,01,11,61-80,20495.372305389214
RJ,02,11,81+,12515.643333333333
RJ,01,11,46-60,18469.762234162885
RJ,02,11,61-80,15801.126380308886
RJ,01,11,0-17,28821.4292
RJ,01,11,36-45,14111.440450527514
RJ,01,11,26-35,10544.41178416014
RJ,01,11,18-25,2382.35375
RJ,02,11,46-60,14280.982258064514
RJ,02,11,18-25,2602.3363636363638
RJ,02,11,0-17,10362.141304347828
RJ,02,11,36-45,11433.519719129554
RN,02,01,61-80,3862.8661956521732
RN,02,01,26-35,3066.5686121672998
RN,01,01,61-80,2445.6060968660981
RN,02,01,18-25,1375.2781327800831
RN,02,01,46-60,3938.2288593750009
RN,01,01,46-60,3896.7393797276854
RN,02,01,36-45,4054.8701369863024
RN,02,01,0-17,1038.7466666666667
RN,01,01,36-45,4214.3374940105414
RN,01,01,18-25,1409.5214936708862
RN,01,01,26-35,2584.008395721924
RN,01,01,0-17,1463.4695
RN,01,02,18-25,1405.9160964912282
RN,02,02,36-45,2764.7489680851072
RN,02,02,0-17,1727.16875
RN,01,02,61-80,2567.413248686516
RN,02,02,61-80,2905.2271784232371
RN,01,02,26-35,1695.5760301659129
RN,01,02,36-45,1909.5852889046432
RN,02,02,46-60,2676.3061759999991
RN,01,02,81+,1620.86
RN,02,02,26-35,2423.7751199999993
RN,01,02,0-17,757.55181818181825
RN,02,02,18-25,1349.3204838709673
RN,01,02,46-60,2175.4490169689889
RN,01,03,46-60,2119.8193195876279
RN,02,03,81+,400.0
RN,01,03,26-35,1704.5275766362886
RN,01,03,81+,1765.72
RN,02,03,46-60,1885.5136213468872
RN,01,03,36-45,1825.9864473257694
RN,02,03,0-17,2267.3050000000003
RN,02,03,61-80,2597.8127810650903
RN,02,03,18-25,1262.464698795181
RN,02,03,36-45,1739.5307491289195
RN,01,03,61-80,3338.323041666667
RN,01,03,0-17,1653.125
RN,01,03,18-25,1430.4565552995393
RN,02,03,26-35,1457.2768150684929
RN,02,04,36-45,1565.7740815273473
RN,02,04,0-17,820.366036036036
RN,01,04,61-80,2760.8308613989643
RN,01,04,46-60,2768.834659811072
RN,01,04,26-35,1728.8146452145213
RN,01,04,81+,8437.3566666666666
